"Timestamp","How.would.you.rate.your.level.of.experience.using.R.","What.is.the.highest.degree.or.level.of.school.you.have.completed..If.currently.enrolled..please.use.the.highest.degree.received.","In.what.country.do.you.currently.reside.","What.industry.do.you.work.or.participate.in.","How.many.people.in.your.organization.or.work.group.do.you.feel.that.you.can.ask.for.help.or.support.when.working.with.R."
"12/31/2019 4:09:03","Expert","Master's degree","India","Government Services (Federal, State, or Local)",10
"12/31/2019 8:43:18","Expert","Master's degree","India","Health Care and Medicine",
"12/13/2019 10:38:18","Intermediate","Master's degree","India","Information Technologies",1
"12/15/2019 11:17:34","Intermediate","Master's degree","India","Professional and Business Services",20
"12/18/2019 9:35:30","Intermediate","Master's degree","India","Information Technologies",
"12/18/2019 12:55:52","Intermediate","Master's degree","India","Manufacturing",0
"12/19/2019 1:34:02","Intermediate","Master's degree","India","Transportation",3
"12/19/2019 2:37:50","Intermediate","Master's degree","India","Information Technologies",0
"12/23/2019 23:13:22","Intermediate","Master's degree","India","Health Care and Medicine",10
"12/31/2019 3:21:34","Intermediate","Master's degree","India","Research",4
"12/27/2019 7:10:39","Expert","Master's degree","Iran","Health Care and Medicine",2
"12/13/2019 16:04:02","Intermediate","Master's degree","Iran","Education",
"12/16/2019 18:13:04","Beginner","Master's degree","Ireland","Education",0
"12/30/2019 19:56:17","Beginner","Master's degree","Ireland","Financial Services and Activities",5
"12/30/2019 10:47:44","Expert","Master's degree","Ireland","Information Technologies",8
"12/15/2019 11:29:17","Intermediate","Master's degree","Ireland","Not Employed",3
"12/30/2019 18:01:32","Intermediate","Master's degree","Ireland","Health Care and Medicine",0
"01/06/2020 09:59","Intermediate","Master's degree","Ireland","Information Technologies",0
"12/15/2019 15:09:00","Expert","Master's degree","Israel","Information Technologies",0
"12/20/2019 14:59:54","Intermediate","Master's degree","Israel","Health Care and Medicine",5
"12/30/2019 22:15:04","Intermediate","Master's degree","Israel","Government Services (Federal, State, or Local)",0
"12/14/2019 12:46:32","Expert","Master's degree","Italy","Research",5
"12/18/2019 18:59:57","Expert","Master's degree","Italy","Manufacturing",3
"12/18/2019 15:54:23","Intermediate","Master's degree","Italy","Financial Services and Activities",1
"12/30/2019 17:50:32","Intermediate","Master's degree","Italy","Research",0
"12/31/2019 5:09:22","Intermediate","Master's degree","Italy","Professional and Business Services",0
"12/24/2019 0:17:38","Intermediate","Master's degree","Kenya","Financial Services and Activities",3
"12/31/2019 13:20:35","Intermediate","Master's degree","Kenya","Health Care and Medicine",0
"12/30/2019 22:18:44","Beginner","Master's degree","Korea, South","Research",4
"12/18/2019 14:18:04","Expert","Master's degree","Latvia","Information Technologies",0
"12/24/2019 8:01:58","Beginner","Master's degree","Lithuania","Information Technologies",2
"12/29/2019 16:35:52","Expert","Master's degree","Lithuania","Research",1
"12/16/2019 12:42:26","Intermediate","Master's degree","Lithuania","Information Technologies",2
"12/31/2019 8:24:17","Intermediate","Master's degree","Lithuania","Information Technologies",2
"12/31/2019 18:55:54","Beginner","Master's degree","Luxembourg","Government Services (Federal, State, or Local)",5
"12/15/2019 12:25:13","Expert","Master's degree","Luxembourg","Manufacturing",0
"12/14/2019 4:40:59","Intermediate","Master's degree","Macedonia","Professional and Business Services",2
"12/31/2019 0:23:49","Intermediate","Master's degree","Malawi","Research",5
"12/26/2019 9:52:44","Intermediate","Master's degree","Malaysia","Professional and Business Services",0
"12/31/2019 10:02:14","Intermediate","Master's degree","Malaysia","Education",12
"12/30/2019 3:41:09","Intermediate","Master's degree","Malta","Information Technologies",0
"12/19/2019 16:18:22","Beginner","Master's degree","Mexico","Research",
"12/30/2019 17:21:33","Expert","Master's degree","Mexico","telecomunications",0
"01/09/2020 16:45","Intermediate","Master's degree","Mexico","Professional and Business Services",0
"12/13/2019 9:50:38","Beginner","Master's degree","Netherlands","Sustainability",0
"12/20/2019 7:57:45","Beginner","Master's degree","Netherlands","Health Care and Medicine",2
"12/14/2019 2:39:38","Expert","Master's degree","Netherlands","tech",0
"12/18/2019 12:51:21","Expert","Master's degree","Netherlands","Health Care and Medicine",1
"12/19/2019 4:34:59","Expert","Master's degree","Netherlands","Health Care and Medicine",1
"12/23/2019 19:52:20","Expert","Master's degree","Netherlands","Education",1
"12/31/2019 12:35:28","Expert","Master's degree","Netherlands","Government Services (Federal, State, or Local)",0
"12/15/2019 11:40:34","Intermediate","Master's degree","Netherlands","Government Services (Federal, State, or Local)",7
"12/19/2019 6:57:55","Intermediate","Master's degree","Netherlands","Government Services (Federal, State, or Local)",10
"12/30/2019 17:35:16","Intermediate","Master's degree","Netherlands","Government Services (Federal, State, or Local)",1
"12/30/2019 17:36:10","Intermediate","Master's degree","Netherlands","Marketing",5
"12/30/2019 20:03:30","Intermediate","Master's degree","Netherlands","Research",0
"12/31/2019 4:29:13","Intermediate","Master's degree","Netherlands","Real estate / social housing",1
"12/31/2019 7:44:11","Intermediate","Master's degree","Netherlands","Education",10
"12/31/2019 9:42:04","Intermediate","Master's degree","Netherlands","Research",0
"12/31/2019 10:58:34","Intermediate","Master's degree","Netherlands","Research",5
"01/01/2020 05:02","Intermediate","Master's degree","Netherlands","Government Services (Federal, State, or Local)",8
"01/02/2020 04:08","Intermediate","Master's degree","Netherlands","Research",0
"01/06/2020 15:19","Intermediate","Master's degree","Netherlands","Financial Services and Activities",3
"12/18/2019 13:29:31","Intermediate","Master's degree","New Zealand","Government Services (Federal, State, or Local)",3
"12/14/2019 3:00:27","Beginner","Master's degree","Nigeria","Information Technologies",2
"12/15/2019 15:55:59","Beginner","Master's degree","Norway","Information Technologies",0
"12/18/2019 4:39:45","Beginner","Master's degree","Norway","Research",2
"12/31/2019 9:21:54","Beginner","Master's degree","Norway","Research",2
"12/29/2019 18:41:47","Intermediate","Master's degree","Norway","Research",0
"12/31/2019 10:47:39","Intermediate","Master's degree","Norway","Telecommunications",0
"12/31/2019 13:11:42","Intermediate","Master's degree","Norway","Consulting",0
"01/01/2020 04:04","Intermediate","Master's degree","Norway","Arts and Entertainment",0
"01/03/2020 14:10","Intermediate","Master's degree","Norway","Professional and Business Services",4
"12/18/2019 14:50:13","Expert","Master's degree","Pakistan","Financial Services and Activities",0
"12/15/2019 18:08:44","Intermediate","Master's degree","Peru","Education",1
"12/24/2019 4:01:57","Beginner","Master's degree","Poland","Professional and Business Services",1
"12/14/2019 19:25:42","Expert","Master's degree","Poland","Information Technologies",0
"12/18/2019 10:50:22","Expert","Master's degree","Poland","Financial Services and Activities",
"12/29/2019 10:52:18","Intermediate","Master's degree","Poland","Natural Resources and Mining",20
"01/03/2020 05:01","Intermediate","Master's degree","Poland","Renewables Energy Sources",0
"12/18/2019 10:25:57","Intermediate","Master's degree","Portugal","Information Technologies",0
"12/13/2019 11:33:22","Expert","Master's degree","Puerto Rico","Professional and Business Services",9
"12/29/2019 23:01:29","Expert","Master's degree","Puerto Rico","Financial Services and Activities",3
"01/02/2020 05:34","Expert","Master's degree","Puerto Rico","Health Care and Medicine",0
"12/20/2019 9:23:12","Beginner","Master's degree","Russia","Information Technologies",2
"12/19/2019 0:53:30","Expert","Master's degree","Russia","Trade (Retail or Wholesale)",
"12/19/2019 2:57:23","Expert","Master's degree","Russia","Information Technologies",0
"12/19/2019 3:03:52","Expert","Master's degree","Russia","Information Technologies",0
"12/19/2019 5:06:10","Expert","Master's degree","Russia","Information Technologies",3
"12/19/2019 6:23:26","Expert","Master's degree","Russia","Manufacturing",2
"12/15/2019 12:04:15","Intermediate","Master's degree","Russia","Research",2
"12/18/2019 17:32:57","Intermediate","Master's degree","Russia","Trade (Retail or Wholesale)",0
"12/18/2019 23:22:23","Intermediate","Master's degree","Russia","Government Services (Federal, State, or Local)",0
"12/18/2019 23:36:50","Intermediate","Master's degree","Russia","Research",0
"12/19/2019 1:34:13","Intermediate","Master's degree","Russia","Consulting ",2
"12/19/2019 3:33:46","Intermediate","Master's degree","Russia","Information Technologies",3
"12/19/2019 4:41:11","Intermediate","Master's degree","Russia","Research",
"12/19/2019 8:58:20","Intermediate","Master's degree","Russia","pollster",0
"12/19/2019 9:36:09","Intermediate","Master's degree","Russia","Information Technologies",3
"12/19/2019 13:04:23","Intermediate","Master's degree","Russia","Research",3
"12/19/2019 16:27:04","Intermediate","Master's degree","Russia","Research",8
"12/20/2019 1:21:54","Intermediate","Master's degree","Russia","Trade (Retail or Wholesale)",
"12/31/2019 1:53:35","Intermediate","Master's degree","Russia","Research",1
"12/30/2019 17:45:51","Beginner","Master's degree","Serbia and Montenegro","Media",0
"12/19/2019 3:35:53","Beginner","Master's degree","Singapore","Trade (Retail or Wholesale)",
"12/17/2019 5:57:42","Intermediate","Master's degree","Singapore","Financial Services and Activities",1
"12/18/2019 10:03:40","Intermediate","Master's degree","Slovenia","Telecommunications",2
"12/31/2019 0:38:05","Expert","Master's degree","South Africa","Professional and Business Services",0
"12/14/2019 13:47:41","Intermediate","Master's degree","South Africa","Government Services (Federal, State, or Local)",3
"12/29/2019 14:27:26","Intermediate","Master's degree","South Africa","Professional and Business Services",1
"12/19/2019 7:31:43","Expert","Master's degree","Spain","Information Technologies",100
"12/29/2019 23:35:38","Expert","Master's degree","Spain","Financial Services and Activities",
"12/30/2019 17:27:39","Expert","Master's degree","Spain","Financial Services and Activities",5
"12/19/2019 2:57:58","Intermediate","Master's degree","Spain","Information Technologies",4
"12/30/2019 17:51:02","Intermediate","Master's degree","Spain","Accommodation and Food Services",20
"12/18/2019 9:42:59","Intermediate","Master's degree","Sudan","Financial Services and Activities",9
"12/18/2019 12:19:30","Intermediate","Master's degree","Suriname","Process industry",0
"12/16/2019 3:06:56","Beginner","Master's degree","Sweden","Health Care and Medicine",1
"12/17/2019 17:08:16","Expert","Master's degree","Sweden","Health Care and Medicine",
"12/18/2019 15:40:25","Expert","Master's degree","Sweden","Education",2
"12/18/2019 20:11:00","Intermediate","Master's degree","Sweden","Trade (Retail or Wholesale)",1
"12/31/2019 4:20:46","Intermediate","Master's degree","Sweden","Research",2
"12/31/2019 9:23:44","Intermediate","Master's degree","Sweden","Financial Services and Activities",3
"12/15/2019 13:04:35","Expert","Master's degree","Switzerland","Education",0
"12/27/2019 10:35:32","Expert","Master's degree","Switzerland","Research",
"12/30/2019 18:30:07","Expert","Master's degree","Switzerland","Professional and Business Services",0
"12/31/2019 3:52:22","Expert","Master's degree","Switzerland","Research",5
"12/14/2019 13:32:21","Intermediate","Master's degree","Switzerland","Education",5
"12/15/2019 12:51:58","Intermediate","Master's degree","Switzerland","Research",7
"12/30/2019 17:22:10","Intermediate","Master's degree","Switzerland","Financial Services and Activities",2
"12/31/2019 0:35:33","Intermediate","Master's degree","Switzerland","Research",1
"01/02/2020 15:46","Intermediate","Master's degree","Switzerland","Research",5
"12/30/2019 20:05:42","Expert","Master's degree","Taiwan","Research",0
"12/18/2019 9:41:43","Intermediate","Master's degree","Tunisia","Utilities",1
"12/18/2019 11:28:50","Intermediate","Master's degree","Tunisia","Professional and Business Services",1
"12/18/2019 9:43:00","Intermediate","Master's degree","Turkey","Research",0
"01/01/2020 01:52","Intermediate","Master's degree","Turkey","Research",0
"12/18/2019 9:38:04","Expert","Master's degree","Ukraine","Information Technologies",1
"12/31/2019 3:54:45","Expert","Master's degree","Ukraine","Research",0
"12/18/2019 10:53:40","Intermediate","Master's degree","Ukraine","Information Technologies",0
"01/02/2020 02:31","Intermediate","Master's degree","United Arab Emirates","Education",0
"12/15/2019 17:03:56","Beginner","Master's degree","United Kingdom","Health Care and Medicine",0
"12/16/2019 6:42:46","Beginner","Master's degree","United Kingdom","Research",20
"12/31/2019 4:48:06","Beginner","Master's degree","United Kingdom","Insurance",2
"12/16/2019 4:54:37","Expert","Master's degree","United Kingdom","Media",5
"12/16/2019 9:59:14","Expert","Master's degree","United Kingdom","Education",4
"12/18/2019 14:57:39","Expert","Master's degree","United Kingdom","Professional and Business Services",4
"12/18/2019 18:03:55","Expert","Master's degree","United Kingdom","Natural Resources and Mining",0
"12/19/2019 8:15:56","Expert","Master's degree","United Kingdom","International development",1
"12/30/2019 17:29:19","Expert","Master's degree","United Kingdom","Government Services (Federal, State, or Local)",3
"12/31/2019 4:20:34","Expert","Master's degree","United Kingdom","Research",50
"01/03/2020 14:13","Expert","Master's degree","United Kingdom","Research",1
"12/13/2019 11:03:17","Intermediate","Master's degree","United Kingdom","Government Services (Federal, State, or Local)",10
"12/13/2019 11:04:06","Intermediate","Master's degree","United Kingdom","Government Services (Federal, State, or Local)",1
"12/13/2019 11:38:32","Intermediate","Master's degree","United Kingdom","Health Care and Medicine",0
"12/15/2019 10:45:08","Intermediate","Master's degree","United Kingdom","Education",5
"12/15/2019 11:09:39","Intermediate","Master's degree","United Kingdom","Charity",0
"12/15/2019 11:24:44","Intermediate","Master's degree","United Kingdom","Professional and Business Services",0
"12/16/2019 4:02:18","Intermediate","Master's degree","United Kingdom","Government Services (Federal, State, or Local)",5
"12/16/2019 5:59:26","Intermediate","Master's degree","United Kingdom","Research",2
"12/16/2019 17:38:30","Intermediate","Master's degree","United Kingdom","Health Care and Medicine",3
"12/18/2019 12:12:06","Intermediate","Master's degree","United Kingdom","Health Care and Medicine",0
"12/18/2019 14:30:04","Intermediate","Master's degree","United Kingdom","Research",0
"12/19/2019 2:39:21","Intermediate","Master's degree","United Kingdom","Aviation",2
"12/19/2019 5:56:59","Intermediate","Master's degree","United Kingdom","Research",
"12/19/2019 8:56:44","Intermediate","Master's degree","United Kingdom","Health Care and Medicine",3
"12/23/2019 19:15:18","Intermediate","Master's degree","United Kingdom","Professional and Business Services",0
"12/30/2019 17:24:21","Intermediate","Master's degree","United Kingdom","Research",0
"12/30/2019 17:39:50","Intermediate","Master's degree","United Kingdom","Education",0
"12/30/2019 17:41:20","Intermediate","Master's degree","United Kingdom","Health Care and Medicine",1
"12/30/2019 17:48:09","Intermediate","Master's degree","United Kingdom","NGO",3
"12/30/2019 17:59:40","Intermediate","Master's degree","United Kingdom","Information Technologies",0
"12/30/2019 18:05:09","Intermediate","Master's degree","United Kingdom","Information Technologies",20
"12/30/2019 18:05:56","Intermediate","Master's degree","United Kingdom","Financial Services and Activities",50
"12/30/2019 18:17:24","Intermediate","Master's degree","United Kingdom","Health Care and Medicine",2
"12/30/2019 19:53:22","Intermediate","Master's degree","United Kingdom","Government Services (Federal, State, or Local)",20
"12/31/2019 2:36:45","Intermediate","Master's degree","United Kingdom","Government Services (Federal, State, or Local)",2
"12/31/2019 2:46:21","Intermediate","Master's degree","United Kingdom","Agriculture",1
"12/31/2019 3:30:26","Intermediate","Master's degree","United Kingdom","Financial Services and Activities",10
"12/31/2019 4:04:55","Intermediate","Master's degree","United Kingdom","Research",5
"12/31/2019 4:37:50","Intermediate","Master's degree","United Kingdom","Sport",3
"12/31/2019 4:49:39","Intermediate","Master's degree","United Kingdom","Financial Services and Activities",5
"12/31/2019 6:14:13","Intermediate","Master's degree","United Kingdom","Research",10
"12/31/2019 6:49:00","Intermediate","Master's degree","United Kingdom","Structural engineering",0
"12/31/2019 14:44:36","Intermediate","Master's degree","United Kingdom","Professional and Business Services",
"12/31/2019 14:45:22","Intermediate","Master's degree","United Kingdom","Government Services (Federal, State, or Local)",3
"01/01/2020 12:09","Intermediate","Master's degree","United Kingdom","Health Care and Medicine",2
"01/02/2020 04:25","Intermediate","Master's degree","United Kingdom","Financial Services and Activities",3
"12/15/2019 10:41:00","Beginner","Master's degree","United States of America","Government Services (Federal, State, or Local)",15
"12/15/2019 11:16:23","Beginner","Master's degree","United States of America","Journalism",5
"12/15/2019 15:32:55","Beginner","Master's degree","United States of America","Research",5
"12/15/2019 16:25:03","Beginner","Master's degree","United States of America","Manufacturing",0
"12/16/2019 5:49:51","Beginner","Master's degree","United States of America","Government Services (Federal, State, or Local)",2
"12/16/2019 17:36:22","Beginner","Master's degree","United States of America","Trade (Retail or Wholesale)",3
"12/16/2019 22:45:28","Beginner","Master's degree","United States of America","Not Employed",
"12/18/2019 19:30:07","Beginner","Master's degree","United States of America","Not Employed",0
"12/19/2019 0:09:04","Beginner","Master's degree","United States of America","Professional and Business Services",0
"12/19/2019 23:16:37","Beginner","Master's degree","United States of America","Education",0
"12/21/2019 22:24:30","Beginner","Master's degree","United States of America","Trade (Retail or Wholesale)",1
"12/23/2019 9:06:37","Beginner","Master's degree","United States of America","Information Technologies",0
"12/24/2019 10:55:20","Beginner","Master's degree","United States of America","Education",2
"12/29/2019 15:42:03","Beginner","Master's degree","United States of America","Education",1
"12/29/2019 20:19:50","Beginner","Master's degree","United States of America","Research",1
"12/30/2019 9:40:14","Beginner","Master's degree","United States of America","Research",2
"12/30/2019 11:09:28","Beginner","Master's degree","United States of America","Government Services (Federal, State, or Local)",0
"12/30/2019 17:25:21","Beginner","Master's degree","United States of America","Research",1
"12/30/2019 18:33:00","Beginner","Master's degree","United States of America","",3
"12/31/2019 12:21:53","Beginner","Master's degree","United States of America","Natural Resources and Mining",0
"01/02/2020 20:18","Beginner","Master's degree","United States of America","Health Care and Medicine",3
"01/09/2020 14:25","Beginner","Master's degree","United States of America","Education",5
"12/13/2019 9:50:30","Expert","Master's degree","United States of America","Education",1
"12/13/2019 10:04:42","Expert","Master's degree","United States of America","Arts and Entertainment",5
"12/13/2019 11:05:07","Expert","Master's degree","United States of America","Research",10
"12/13/2019 12:18:00","Expert","Master's degree","United States of America","Education",0
"12/13/2019 12:25:49","Expert","Master's degree","United States of America","Health and Wellness",1
"12/15/2019 10:50:57","Expert","Master's degree","United States of America","Accommodation and Food Services",5
"12/15/2019 10:51:20","Expert","Master's degree","United States of America","Information Technologies",0
"12/15/2019 12:16:46","Expert","Master's degree","United States of America","Construction",6
"12/15/2019 13:15:41","Expert","Master's degree","United States of America","Financial Services and Activities",3
"12/15/2019 14:41:41","Expert","Master's degree","United States of America","Government Services (Federal, State, or Local)",1
"12/15/2019 15:03:41","Expert","Master's degree","United States of America","Health Care and Medicine",2
"12/15/2019 15:04:40","Expert","Master's degree","United States of America","Research",10
"12/15/2019 16:22:51","Expert","Master's degree","United States of America","Financial Services and Activities",5
"12/15/2019 16:35:25","Expert","Master's degree","United States of America","Social sector nonprofit",0
"12/16/2019 8:24:30","Expert","Master's degree","United States of America","Information Technologies",0
"12/17/2019 11:25:50","Expert","Master's degree","United States of America","Education",0
"12/18/2019 9:33:57","Expert","Master's degree","United States of America","Health Care and Medicine",2
"12/18/2019 9:50:52","Expert","Master's degree","United States of America","Financial Services and Activities",0
"12/18/2019 9:56:25","Expert","Master's degree","United States of America","Health Care and Medicine",5
"12/18/2019 10:21:57","Expert","Master's degree","United States of America","Health Care and Medicine",5
"12/18/2019 11:00:14","Expert","Master's degree","United States of America","Marketing Science",5
"12/18/2019 11:54:07","Expert","Master's degree","United States of America","Health Care and Medicine",4
"12/18/2019 14:06:37","Expert","Master's degree","United States of America","Government Services (Federal, State, or Local)",4
"12/18/2019 19:34:37","Expert","Master's degree","United States of America","Health Care and Medicine",5
"12/18/2019 23:35:41","Expert","Master's degree","United States of America","Financial Services and Activities",5
"12/19/2019 10:26:24","Expert","Master's degree","United States of America","Professional and Business Services",50
"12/20/2019 0:46:33","Expert","Master's degree","United States of America","Software",30
"12/23/2019 11:27:37","Expert","Master's degree","United States of America","Research",1
"12/23/2019 19:04:56","Expert","Master's degree","United States of America","Research",2
"12/26/2019 15:58:25","Expert","Master's degree","United States of America","Trade (Retail or Wholesale)",2
"12/26/2019 16:43:21","Expert","Master's degree","United States of America","Manufacturing",1
"12/28/2019 10:02:54","Expert","Master's degree","United States of America","Health Care and Medicine",20
"12/29/2019 14:20:25","Expert","Master's degree","United States of America","Utilities",0
"12/29/2019 15:25:40","Expert","Master's degree","United States of America","Arts and Entertainment",2
"12/29/2019 15:37:59","Expert","Master's degree","United States of America","Health Care and Medicine",0
"12/29/2019 20:36:13","Expert","Master's degree","United States of America","Financial Services and Activities",0
"12/29/2019 21:04:49","Expert","Master's degree","United States of America","Financial Services and Activities",5
"12/30/2019 12:42:33","Expert","Master's degree","United States of America","Research",1
"12/30/2019 13:31:57","Expert","Master's degree","United States of America","Manufacturing",0
"12/30/2019 15:38:01","Expert","Master's degree","United States of America","Insurance",20
"12/30/2019 17:23:02","Expert","Master's degree","United States of America","Health Care and Medicine",5
"12/30/2019 17:23:26","Expert","Master's degree","United States of America","Health Care and Medicine",15
"12/30/2019 17:32:16","Expert","Master's degree","United States of America","Health Care and Medicine",2
"12/30/2019 17:36:31","Expert","Master's degree","United States of America","Information Technologies",10
"12/30/2019 17:43:16","Expert","Master's degree","United States of America","Financial Services and Activities",10
"12/30/2019 17:51:07","Expert","Master's degree","United States of America","Research",5
"12/30/2019 17:53:27","Expert","Master's degree","United States of America","Research",10
"12/30/2019 18:00:00","Expert","Master's degree","United States of America","Research",1
"12/30/2019 18:19:08","Expert","Master's degree","United States of America","Financial Services and Activities",15
"12/30/2019 18:30:49","Expert","Master's degree","United States of America","Education",0
"12/30/2019 18:32:03","Expert","Master's degree","United States of America","Research",0
"12/30/2019 18:32:29","Expert","Master's degree","United States of America","Financial Services and Activities",0
"12/30/2019 19:00:11","Expert","Master's degree","United States of America","Financial Services and Activities",5
"12/30/2019 19:06:57","Expert","Master's degree","United States of America","Consulting",8
"12/30/2019 20:29:39","Expert","Master's degree","United States of America","Research",1
"12/30/2019 21:08:37","Expert","Master's degree","United States of America","Education",4
"12/30/2019 21:38:14","Expert","Master's degree","United States of America","Education",4
"12/30/2019 21:43:20","Expert","Master's degree","United States of America","Government Services (Federal, State, or Local)",2
"12/30/2019 21:54:04","Expert","Master's degree","United States of America","Research",5
"12/30/2019 23:03:52","Expert","Master's degree","United States of America","Trade (Retail or Wholesale)",2
"12/30/2019 23:14:59","Expert","Master's degree","United States of America","Not Employed",0
"12/30/2019 23:46:49","Expert","Master's degree","United States of America","Legal",1
"12/31/2019 0:10:32","Expert","Master's degree","United States of America","Financial Services and Activities",0
"12/31/2019 0:28:51","Expert","Master's degree","United States of America","Utilities",0
"12/31/2019 1:17:08","Expert","Master's degree","United States of America","Trade (Retail or Wholesale)",500
"12/31/2019 7:30:48","Expert","Master's degree","United States of America","Energy",0
"12/31/2019 8:15:48","Expert","Master's degree","United States of America","Financial Services and Activities",0
"12/31/2019 9:28:01","Expert","Master's degree","United States of America","Information Technologies",0
"12/31/2019 9:29:51","Expert","Master's degree","United States of America","Information Technologies",1
"12/31/2019 9:33:32","Expert","Master's degree","United States of America","Trade (Retail or Wholesale)",3
"12/31/2019 9:41:21","Expert","Master's degree","United States of America","Research",20
"12/31/2019 10:34:29","Expert","Master's degree","United States of America","Utilities",3
"12/31/2019 10:47:33","Expert","Master's degree","United States of America","Health Care and Medicine",10
"12/31/2019 11:11:35","Expert","Master's degree","United States of America","Professional and Business Services",3
"12/31/2019 11:45:39","Expert","Master's degree","United States of America","Financial Services and Activities",1
"12/31/2019 13:02:21","Expert","Master's degree","United States of America","Financial Services and Activities",5
"12/31/2019 13:06:26","Expert","Master's degree","United States of America","Research",4
"12/31/2019 13:46:53","Expert","Master's degree","United States of America","Government Services (Federal, State, or Local)",1
"12/31/2019 14:13:47","Expert","Master's degree","United States of America","Research",3
"12/31/2019 19:11:38","Expert","Master's degree","United States of America","Information Technologies",200
"01/01/2020 05:05","Expert","Master's degree","United States of America","Transportation",20
"01/01/2020 12:05","Expert","Master's degree","United States of America","Research",0
"01/01/2020 14:00","Expert","Master's degree","United States of America","Financial Services and Activities",0
"01/01/2020 16:25","Expert","Master's degree","United States of America","Government Services (Federal, State, or Local)",0
"01/02/2020 13:02","Expert","Master's degree","United States of America","Research",3
"01/02/2020 15:25","Expert","Master's degree","United States of America","Education",0
"01/03/2020 12:36","Expert","Master's degree","United States of America","Information Technologies",0
"01/03/2020 12:38","Expert","Master's degree","United States of America","Information Technologies",0
"01/03/2020 12:38","Expert","Master's degree","United States of America","Military",6
"12/13/2019 9:51:19","Intermediate","Master's degree","United States of America","Transportation",0
"12/13/2019 9:53:51","Intermediate","Master's degree","United States of America","Information Technologies",20
"12/13/2019 10:13:43","Intermediate","Master's degree","United States of America","Education",2
"12/13/2019 10:33:01","Intermediate","Master's degree","United States of America","Research",5
"12/13/2019 10:41:29","Intermediate","Master's degree","United States of America","Research",0
"12/13/2019 12:08:30","Intermediate","Master's degree","United States of America","Environmental Science",2
"12/13/2019 12:25:31","Intermediate","Master's degree","United States of America","Research",5
"12/13/2019 13:59:05","Intermediate","Master's degree","United States of America","Not Employed",
"12/13/2019 14:18:25","Intermediate","Master's degree","United States of America","Education",0
"12/13/2019 15:53:31","Intermediate","Master's degree","United States of America","Information Technologies",1
"12/14/2019 12:43:30","Intermediate","Master's degree","United States of America","Legal",0
"12/14/2019 17:19:14","Intermediate","Master's degree","United States of America","Nonprofit (public library)",0.5
"12/15/2019 10:42:52","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/15/2019 10:47:41","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/15/2019 10:49:07","Intermediate","Master's degree","United States of America","Arts and Entertainment",2
"12/15/2019 10:49:39","Intermediate","Master's degree","United States of America","Arts and Entertainment",2
"12/15/2019 11:01:54","Intermediate","Master's degree","United States of America","Education",0
"12/15/2019 11:03:12","Intermediate","Master's degree","United States of America","Research",3
"12/15/2019 11:22:05","Intermediate","Master's degree","United States of America","Research",4
"12/15/2019 11:35:51","Intermediate","Master's degree","United States of America","Insurance",
"12/15/2019 11:55:07","Intermediate","Master's degree","United States of America","Professional and Business Services",1
"12/15/2019 14:20:12","Intermediate","Master's degree","United States of America","Education",0
"12/15/2019 15:43:04","Intermediate","Master's degree","United States of America","Education",4
"12/15/2019 15:48:02","Intermediate","Master's degree","United States of America","Not Employed",
"12/15/2019 17:41:20","Intermediate","Master's degree","United States of America","Government Services (Federal, State, or Local)",3
"12/16/2019 11:22:32","Intermediate","Master's degree","United States of America","Research",0
"12/16/2019 12:19:07","Intermediate","Master's degree","United States of America","Retail (Grocery)",1
"12/16/2019 14:40:19","Intermediate","Master's degree","United States of America","Research",5
"12/17/2019 13:09:09","Intermediate","Master's degree","United States of America","Health Care and Medicine",
"12/18/2019 9:52:10","Intermediate","Master's degree","United States of America","Manufacturing",0
"12/18/2019 9:53:07","Intermediate","Master's degree","United States of America","Research",0
"12/18/2019 9:59:11","Intermediate","Master's degree","United States of America","Research",8
"12/18/2019 10:22:17","Intermediate","Master's degree","United States of America","Financial Services and Activities",0
"12/18/2019 10:27:39","Intermediate","Master's degree","United States of America","Financial Services and Activities",5
"12/18/2019 10:30:40","Intermediate","Master's degree","United States of America","Research",3
"12/18/2019 11:15:07","Intermediate","Master's degree","United States of America","Natural Resources and Mining",4
"12/18/2019 11:21:08","Intermediate","Master's degree","United States of America","Health Care and Medicine",2
"12/18/2019 12:39:53","Intermediate","Master's degree","United States of America","Professional and Business Services",5
"12/18/2019 13:49:39","Intermediate","Master's degree","United States of America","School",5
"12/18/2019 14:17:19","Intermediate","Master's degree","United States of America","Education",2
"12/18/2019 14:17:23","Intermediate","Master's degree","United States of America","Information Technologies",500
"12/18/2019 14:30:24","Intermediate","Master's degree","United States of America","Professional and Business Services",0
"12/18/2019 14:31:27","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/18/2019 14:46:35","Intermediate","Master's degree","United States of America","Manufacturing",0
"12/18/2019 18:12:38","Intermediate","Master's degree","United States of America","Professional and Business Services",2
"12/18/2019 20:16:22","Intermediate","Master's degree","United States of America","Manufacturing",0
"12/18/2019 22:24:49","Intermediate","Master's degree","United States of America","Health Care and Medicine",0
"12/18/2019 23:51:15","Intermediate","Master's degree","United States of America","Information Technologies",100
"12/19/2019 0:44:38","Intermediate","Master's degree","United States of America","Research",
"12/19/2019 8:14:43","Intermediate","Master's degree","United States of America","Education",2
